Product Category,Region,Sales
Furniture,South,175.73
Furniture,South,20.22
Furniture,South,65.52
Furniture,South,378.69
Furniture,South,257.48
Furniture,South,161.63
Furniture,South,23.83
Furniture,South,65.85
Furniture,South,161.82
Furniture,South,115.89
Furniture,South,296.94
Furniture,West,641.97
Furniture,West,101.31
Furniture,West,7.8
Furniture,West,215.36
Furniture,West,129.12
Furniture,West,47.22
Furniture,West,601.62
Furniture,West,143.49
Furniture,West,261.08
Furniture,West,46.58
Furniture,West,557.32
Furniture,West,10.82
Furniture,West,869.9
Furniture,West,940.64
Furniture,West,1491.25
Furniture,West,4776.61
Furniture,West,67.49
Furniture,West,199.65
Furniture,West,92.37
Furniture,West,22.77
Furniture,West,166.11
Furniture,West,68.47
Furniture,West,73.82
Furniture,West,169.13
Furniture,West,545.1
Furniture,West,251.49
Furniture,West,744.42
Furniture,West,355.4
Furniture,West,174.94
Furniture,West,661.29
Office Supplies,Central,1426.15
Office Supplies,Central,235.94
Office Supplies,Central,538.65
Office Supplies,Central,334.19
Office Supplies,Central,26.45
Office Supplies,Central,155.77
Office Supplies,Central,53.3
Office Supplies,Central,386.71
Office Supplies,Central,1511.7
Office Supplies,Central,509.68
Office Supplies,Central,37.43
Office Supplies,Central,24.27
Office Supplies,Central,52.18
Office Supplies,Central,208.73
Office Supplies,Central,7.71
Office Supplies,Central,161.32
Office Supplies,Central,1010.4
Office Supplies,Central,252.6
Office Supplies,Central,1211.79
Office Supplies,Central,595.94
Office Supplies,Central,14.26
Office Supplies,Central,41.6
Office Supplies,Central,211.87
Office Supplies,Central,585.08
Office Supplies,Central,60.24
Office Supplies,Central,116.98
Office Supplies,Central,34.76
Office Supplies,Central,48.89
Office Supplies,Central,33.97
Office Supplies,Central,274.66
Office Supplies,Central,199.82
Office Supplies,Central,43.14
Office Supplies,Central,45.08
Office Supplies,Central,142.79
Office Supplies,Central,35.78
Office Supplies,Central,50.94
Office Supplies,Central,38.53
Office Supplies,Central,9.37
Office Supplies,Central,31.79
Office Supplies,Central,60.21
Office Supplies,Central,36.82
Office Supplies,Central,7.43
Office Supplies,Central,98.17
Office Supplies,Central,27.15
Office Supplies,Central,2273.96
Office Supplies,Central,343.54
Office Supplies,Central,3.08
Office Supplies,Central,116.19
Office Supplies,Central,42.25
Office Supplies,Central,152.35
Office Supplies,Central,9.64
Office Supplies,Central,130.72
Office Supplies,Central,956.6
Office Supplies,Central,319.92
Office Supplies,Central,20.77
Office Supplies,Central,18.43
Office Supplies,Central,10.04
Office Supplies,Central,18124.88
Office Supplies,Central,252.36
Office Supplies,Central,140.98
Office Supplies,Central,37.13
Office Supplies,Central,45.05
Office Supplies,Central,436.94
Office Supplies,Central,260.56
Office Supplies,Central,47.29
Office Supplies,Central,634
Office Supplies,Central,96.96
Office Supplies,Central,3325.14
Office Supplies,Central,101.3
Office Supplies,Central,46.03
Office Supplies,Central,226.89
Office Supplies,Central,8.3
Office Supplies,Central,101.47
Office Supplies,Central,273.25
Office Supplies,Central,592.58
Office Supplies,Central,102.83
Office Supplies,Central,5.68
Office Supplies,Central,46.86
Office Supplies,Central,42.12
Office Supplies,Central,41.17
Office Supplies,Central,62.35
Office Supplies,Central,158.13
Office Supplies,Central,153.57
Office Supplies,Central,668.2
Office Supplies,Central,34.1
Office Supplies,Central,108.17
Office Supplies,Central,291.52
Office Supplies,Central,169.74
Office Supplies,Central,34.71
Office Supplies,Central,30.03
Office Supplies,Central,15.96
Office Supplies,Central,244.81
Office Supplies,Central,110.81
Office Supplies,Central,74.07
Office Supplies,Central,472.77
Office Supplies,Central,544.79
Office Supplies,Central,51.84
Office Supplies,Central,16.89
Office Supplies,Central,42.34
Office Supplies,Central,317.55
Office Supplies,Central,64.93
Office Supplies,Central,7.35
Office Supplies,Central,66.85
Office Supplies,Central,192.52
Office Supplies,Central,49.58
Office Supplies,Central,198.31
Office Supplies,Central,469.81
Office Supplies,Central,54.99
Office Supplies,Central,457.24
Office Supplies,Central,435.66
Office Supplies,Central,269.54
Office Supplies,Central,17.51
Office Supplies,Central,10.14
Office Supplies,Central,86.3
Office Supplies,Central,633.63
Office Supplies,Central,1561.44
Office Supplies,Central,202.38
Office Supplies,Central,218.11
Office Supplies,Central,87.1
Office Supplies,Central,74.01
Office Supplies,Central,29.41
Office Supplies,Central,40.8
Office Supplies,Central,174.85
Office Supplies,Central,131.34
Office Supplies,Central,4.55
Office Supplies,Central,90.52
Office Supplies,Central,14.82
Office Supplies,Central,55.97
Office Supplies,Central,36.14
Office Supplies,Central,16.61
Office Supplies,Central,38.41
Office Supplies,Central,55.21
Office Supplies,Central,27.48
Office Supplies,Central,5.7
Office Supplies,Central,738.01
Office Supplies,Central,662.23
Office Supplies,Central,15301.18
Office Supplies,Central,73.35
Office Supplies,Central,360.82
Office Supplies,Central,66.81
Office Supplies,Central,107.36
Office Supplies,Central,83.53
Office Supplies,Central,422.6
Office Supplies,Central,33.84
Office Supplies,Central,180.99
Office Supplies,Central,1106.23
Office Supplies,Central,46.4
Office Supplies,Central,22.64
Office Supplies,Central,135.78
Office Supplies,Central,438.74
Office Supplies,Central,37.45
Office Supplies,Central,328.84
Office Supplies,Central,360.36
Office Supplies,Central,99.02
Office Supplies,Central,25.45
Office Supplies,Central,2.87
Office Supplies,Central,19.23
Office Supplies,Central,60.94
Office Supplies,Central,22
Office Supplies,Central,7.73
Office Supplies,Central,51.72
Office Supplies,Central,43.33
Office Supplies,Central,119.93
Office Supplies,Central,21.81
Office Supplies,Central,112.72
Office Supplies,Central,213.09
Office Supplies,Central,278.58
Office Supplies,Central,1135.76
Office Supplies,Central,421.24
Office Supplies,Central,118.64
Office Supplies,Central,186.76
Office Supplies,Central,52.43
Office Supplies,Central,116.11
Office Supplies,Central,18.98
Office Supplies,Central,32.34
Office Supplies,Central,691.53
Office Supplies,Central,155.24
Office Supplies,Central,117.87
Office Supplies,Central,66.96
Office Supplies,Central,8.35
Office Supplies,Central,618.37
Office Supplies,Central,111.8
Office Supplies,Central,492.18
Office Supplies,Central,37.86
Office Supplies,Central,47.4
Office Supplies,Central,155.35
Office Supplies,Central,103.52
Office Supplies,Central,225.98
Office Supplies,Central,106.57
Office Supplies,Central,57.7
Office Supplies,Central,146.66
Office Supplies,Central,1049.55
Office Supplies,Central,37.89
Office Supplies,Central,56.19
Office Supplies,Central,201.65
Office Supplies,Central,121.51
Office Supplies,Central,4.03
Office Supplies,Central,23.21
Office Supplies,Central,44.15
Office Supplies,East,34.91
Office Supplies,East,31.52
Office Supplies,East,74.95
Office Supplies,East,312.3
Office Supplies,East,273.64
Office Supplies,East,406.9
Office Supplies,East,73.2
Office Supplies,East,91.34
Office Supplies,East,21.84
Office Supplies,East,217
Office Supplies,East,118.72
Office Supplies,East,75.88
Office Supplies,East,27.02
Office Supplies,East,1745.89
Office Supplies,East,64.41
Office Supplies,East,36.27
Office Supplies,East,154.88
Office Supplies,East,6.13
Office Supplies,East,20.97
Office Supplies,East,348.08
Office Supplies,East,60.86
Office Supplies,East,59.79
Office Supplies,East,16.3
Office Supplies,East,447.87
Office Supplies,East,176.87
Office Supplies,East,1030.51
Office Supplies,East,7.91
Office Supplies,East,1096.63
Office Supplies,East,2677.07
Office Supplies,East,226.1
Office Supplies,East,81.2
Office Supplies,East,991.24
Office Supplies,East,5.81
Office Supplies,East,195.57
Office Supplies,East,19.73
Office Supplies,East,799.3
Office Supplies,East,135.69
Office Supplies,East,148.99
Office Supplies,East,13.23
Office Supplies,East,68.65
Office Supplies,East,38.58
Office Supplies,East,51.72
Office Supplies,East,14.18
Office Supplies,East,54.26
Office Supplies,East,70.66
Office Supplies,East,40.37
Office Supplies,East,4.69
Office Supplies,East,15.48
Office Supplies,East,74.56
Office Supplies,East,1178.32
Office Supplies,East,151.52
Office Supplies,East,73.06
Office Supplies,East,281
Office Supplies,East,106.6
Office Supplies,East,45.12
Office Supplies,East,558.62
Office Supplies,East,38.89
Office Supplies,East,89.88
Office Supplies,East,18.16
Office Supplies,East,44.85
Office Supplies,East,4556.63
Office Supplies,East,4531.22
Office Supplies,East,1125.76
Office Supplies,East,22.57
Office Supplies,East,568.31
Office Supplies,East,407.28
Office Supplies,East,47.04
Office Supplies,East,488.71
Office Supplies,East,117.98
Office Supplies,East,757.32
Office Supplies,East,73.78
Office Supplies,East,300.78
Office Supplies,East,1785.01
Office Supplies,East,12.47
Office Supplies,East,44
Office Supplies,East,848.25
Office Supplies,East,55.93
Office Supplies,East,300.66
Office Supplies,East,75.17
Office Supplies,East,87.29
Office Supplies,East,9.68
Office Supplies,East,64.37
Office Supplies,East,134.83
Office Supplies,East,23.7
Office Supplies,East,41.57
Office Supplies,East,134.1
Office Supplies,East,33.53
Office Supplies,East,113.09
Office Supplies,East,109.84
Office Supplies,East,28.77
Office Supplies,East,111.48
Office Supplies,East,7.12
Office Supplies,East,366.34
Office Supplies,East,2614.1
Office Supplies,East,612.25
Office Supplies,East,290.71
Office Supplies,East,112.67
Office Supplies,East,54.02
Office Supplies,East,259.74
Office Supplies,East,597.26
Office Supplies,East,40.4
Office Supplies,East,13.93
Office Supplies,East,139.7
Office Supplies,East,83.24
Office Supplies,East,514.62
Office Supplies,East,35.48
Office Supplies,East,9.67
Office Supplies,East,67.43
Office Supplies,East,373.44
Office Supplies,East,809.51
Office Supplies,East,24.51
Office Supplies,East,11.71
Office Supplies,East,2562.07
Office Supplies,East,99.75
Office Supplies,East,64.28
Office Supplies,East,197.96
Office Supplies,East,30.35
Office Supplies,East,6.74
Office Supplies,East,154.59
Office Supplies,East,341.1
Office Supplies,East,158.91
Office Supplies,East,42.02
Office Supplies,East,161.61
Office Supplies,East,45.69
Office Supplies,East,2410.64
Office Supplies,East,72.25
Office Supplies,East,547.08
Office Supplies,East,4191.93
Office Supplies,East,57.84
Office Supplies,East,18.31
Office Supplies,East,845.07
Office Supplies,East,171.14
Office Supplies,East,86.52
Office Supplies,East,84.48
Office Supplies,East,281.57
Office Supplies,East,24.54
Office Supplies,East,23.56
Office Supplies,East,66.7
Office Supplies,East,46.93
Office Supplies,East,994.4
Office Supplies,East,543.2
Office Supplies,East,805.36
Office Supplies,East,116.92
Office Supplies,East,30.44
Office Supplies,East,162.49
Office Supplies,East,2155
Office Supplies,East,320.23
Office Supplies,East,239.82
Office Supplies,East,293.31
Office Supplies,East,45.66
Office Supplies,East,19.01
Office Supplies,East,383.52
Office Supplies,East,1894.06
Office Supplies,East,302.83
Office Supplies,East,65.18
Office Supplies,East,28.03
Office Supplies,East,29.77
Office Supplies,East,7.38
Office Supplies,East,46.53
Office Supplies,East,57.96
Office Supplies,East,844.4
Office Supplies,East,55.17
Office Supplies,East,181.46
Office Supplies,East,91.73
Office Supplies,East,479.03
Office Supplies,East,32.47
Office Supplies,East,64.63
Office Supplies,East,52.49
Office Supplies,East,28.87
Office Supplies,East,40.39
Office Supplies,East,50.73
Office Supplies,South,141.82
Office Supplies,South,335.49
Office Supplies,South,221.82
Office Supplies,South,804.18
Office Supplies,South,1103.09
Office Supplies,South,274.59
Office Supplies,South,236.83
Office Supplies,South,25.38
Office Supplies,South,1944.87
Office Supplies,South,22.11
Office Supplies,South,49.42
Office Supplies,South,289.74
Office Supplies,South,201.77
Office Supplies,South,1253.74
Office Supplies,South,6983.56
Office Supplies,South,391.51
Office Supplies,South,356.55
Office Supplies,South,147.17
Office Supplies,South,232.5
Office Supplies,South,131.82
Office Supplies,South,9.23
Office Supplies,South,44.35
Office Supplies,South,28.22
Office Supplies,South,918.54
Office Supplies,South,54.57
Office Supplies,South,15.73
Office Supplies,South,1425.16
Office Supplies,South,248.45
Office Supplies,South,327.4
Office Supplies,South,100.84
Office Supplies,South,175.65
Office Supplies,South,34.21
Office Supplies,South,43.46
Office Supplies,South,8.72
Office Supplies,South,15.19
Office Supplies,South,112.49
Office Supplies,South,8.65
Office Supplies,South,51.51
Office Supplies,South,36.72
Office Supplies,South,21.46
Office Supplies,South,515.09
Office Supplies,South,83.3
Office Supplies,South,37.87
Office Supplies,South,102.98
Office Supplies,South,26.65
Office Supplies,South,218.31
Office Supplies,South,180.48
Office Supplies,South,869.24
Office Supplies,South,256.19
Office Supplies,South,107.31
Office Supplies,South,73.57
Office Supplies,South,156.75
Office Supplies,South,159.89
Office Supplies,South,243.79
Office Supplies,South,19.02
Office Supplies,South,17.53
Office Supplies,South,698.5
Office Supplies,South,45.71
Office Supplies,South,168.2
Office Supplies,South,246.75
Office Supplies,South,228.68
Office Supplies,South,1668.99
Office Supplies,South,567.62
Office Supplies,South,202.23
Office Supplies,South,59.44
Office Supplies,South,471.92
Office Supplies,South,14.21
Office Supplies,South,138.06
Office Supplies,South,21.86
Office Supplies,South,23.35
Office Supplies,South,20.45
Office Supplies,South,4162.05
Office Supplies,South,115.15
Office Supplies,South,42.69
Office Supplies,South,45
Office Supplies,South,188.04
Office Supplies,South,77.02
Office Supplies,South,7497.05
Office Supplies,South,8.6
Office Supplies,South,699.89
Office Supplies,South,53.11
Office Supplies,South,337.24
Office Supplies,South,193.87
Office Supplies,South,327.41
Office Supplies,South,83.56
Office Supplies,South,100.87
Office Supplies,South,13.1
Office Supplies,South,33.53
Office Supplies,South,28.09
Office Supplies,South,21.57
Office Supplies,South,879.62
Office Supplies,South,12.99
Office Supplies,South,72.88
Office Supplies,South,32.66
Office Supplies,South,484.03
Office Supplies,South,67.03
Office Supplies,South,582.74
Office Supplies,South,1533.59
Office Supplies,South,49.63
Office Supplies,South,42.44
Office Supplies,South,1710.18
Office Supplies,South,358.84
Office Supplies,South,434.6
Office Supplies,South,75.26
Office Supplies,South,41.11
Office Supplies,South,47.04
Office Supplies,South,413.21
Office Supplies,South,430.02
Office Supplies,South,77.42
Office Supplies,South,300.67
Office Supplies,South,210.65
Office Supplies,South,99.89
Office Supplies,South,724.5
Office Supplies,South,624.1
Office Supplies,South,3228.01
Office Supplies,South,42.68
Office Supplies,South,1645.82
Office Supplies,South,8.74
Office Supplies,South,45.85
Office Supplies,South,168.15
Office Supplies,South,175.64
Office Supplies,South,29.48
Office Supplies,South,107.72
Office Supplies,South,34.99
Office Supplies,South,30.86
Office Supplies,South,169.31
Office Supplies,South,57.95
Office Supplies,South,41.03
Office Supplies,South,51.19
Office Supplies,South,5.79
Office Supplies,South,19.71
Office Supplies,South,195.01
Office Supplies,South,33.53
Office Supplies,South,5.7
Office Supplies,South,266.57
Office Supplies,South,165.56
Office Supplies,South,437.77
Office Supplies,South,19.4
Office Supplies,South,43.35
Office Supplies,South,141.74
Office Supplies,South,104.78
Office Supplies,South,11.89
Office Supplies,South,472.62
Office Supplies,South,119.26
Office Supplies,South,93.34
Office Supplies,South,26.37
Office Supplies,South,282.7
Office Supplies,South,960.75
Office Supplies,South,23.54
Office Supplies,South,55.94
